"COD. IBGE";"UF";"NOME DA CIDADE"
5103361;"MT";"CONQUISTA D'OESTE"
5103379;"MT";"COTRIGUACU"
5103403;"MT";"CUIABA"
5103437;"MT";"CURVELANDIA"
5103452;"MT";"DENISE"
5103502;"MT";"DIAMANTINO"
5103601;"MT";"DOM AQUINO"
5103700;"MT";"FELIZ NATAL"
5103809;"MT";"FIGUEIROPOLIS D OESTE"
5103858;"MT";"GAUCHA DO NORTE"
5103908;"MT";"GENERAL CARNEIRO"
5103957;"MT";"GLORIA D OESTE"
5104104;"MT";"GUARANTA DO NORTE"
5104203;"MT";"GUIRATINGA"
5104500;"MT";"INDIAVAI"
5104526;"MT";"IPIRANGA DO NORTE"
5104542;"MT";"ITANHANGA"
5104559;"MT";"ITAUBA"
5104609;"MT";"ITIQUIRA"
5104807;"MT";"JACIARA"
5104906;"MT";"JANGADA"
5105002;"MT";"JAURU"
5105101;"MT";"JUARA"
5105150;"MT";"JUINA"
5105176;"MT";"JURUENA"
5105200;"MT";"JUSCIMEIRA"
5105234;"MT";"LAMBARI D OESTE"
5105259;"MT";"LUCAS DO RIO VERDE"
5105309;"MT";"LUCIARA"
5105507;"MT";"VILA BELA DA SANTISSIMA TRINDADE"
5105580;"MT";"MARCELANDIA"
5105606;"MT";"MATUPA"
5105622;"MT";"MIRASSOL D OESTE"
5105903;"MT";"NOBRES"
5106000;"MT";"NORTELANDIA"
5106109;"MT";"NOSSA SENHORA DO LIVRAMENTO"
5106158;"MT";"NOVA BANDEIRANTES"
5106208;"MT";"NOVA BRASILANDIA"
5106216;"MT";"NOVA CANAA DO NORTE"
5108808;"MT";"NOVA GUARITA"
5106182;"MT";"NOVA LACERDA"
5108857;"MT";"NOVA MARILANDIA"
5108907;"MT";"NOVA MARINGA"
5108956;"MT";"NOVA MONTE VERDE"
5106224;"MT";"NOVA MUTUM"
5106174;"MT";"NOVA NAZARE"
5106232;"MT";"NOVA OLIMPIA"
5106190;"MT";"NOVA SANTA HELENA"
5106240;"MT";"NOVA UBIRATA"
5106257;"MT";"NOVA XAVANTINA"
5106273;"MT";"NOVO HORIZONTE DO NORTE"
5106265;"MT";"NOVO MUNDO"
5106281;"MT";"NOVO SAO JOAQUIM"
5106315;"MT";"NOVO SANTO ANTONIO"
5106299;"MT";"PARANAITA"
5106307;"MT";"PARANATINGA"
5106372;"MT";"PEDRA PRETA"
5106422;"MT";"PEIXOTO DE AZEVEDO"
5106455;"MT";"PLANALTO DA SERRA"
5106505;"MT";"POCONE"
5106653;"MT";"PONTAL DO ARAGUAIA"
5106703;"MT";"PONTE BRANCA"
5106752;"MT";"PONTES E LACERDA"
5106778;"MT";"PORTO ALEGRE DO NORTE"
5106802;"MT";"PORTO DOS GAUCHOS"
5106828;"MT";"PORTO ESPERIDIAO"
5106851;"MT";"PORTO ESTRELA"
5107008;"MT";"POXOREO"
5107040;"MT";"PRIMAVERA DO LESTE"
5107065;"MT";"QUERENCIA"
5107156;"MT";"RESERVA DO CABACAL"
5107180;"MT";"RIBEIRAO CASCALHEIRA"
5107198;"MT";"RIBEIRAOZINHO"
5107206;"MT";"RIO BRANCO"
5107578;"MT";"RONDOLANDIA"
5107602;"MT";"RONDONOPOLIS"
5107701;"MT";"ROSARIO DO OESTE"
5107248;"MT";"SANTA CARMEM"
5107743;"MT";"SANTA CRUZ DO XINGU"
5107768;"MT";"SANTA RITA DO TRIVELATO"
5107776;"MT";"SANTA TEREZINHA"
5107263;"MT";"SANTO AFONSO"
5107792;"MT";"SANTO ANTONIO DO LESTE"
5107297;"MT";"SAO JOSE DO POVO"
5107305;"MT";"SAO JOSE DO RIO CLARO"
5107107;"MT";"SAO JOSE DOS QUATRO MARCOS"
5107354;"MT";"SAO JOSE DO XINGU"
5107404;"MT";"SAO PEDRO DA CIPA"
5107750;"MT";"SALTO DO CEU"
5107800;"MT";"SANTO ANTONIO DO LEVERGER"
5107859;"MT";"SAO FELIX DO ARAGUAIA"
5107875;"MT";"SAPEZAL"
5107883;"MT";"SERRA NOVA DOURADA"
5107909;"MT";"SINOP"
5107925;"MT";"SORRISO"
5107941;"MT";"TABAPORA"
5107958;"MT";"TANGARA DA SERRA"
5108006;"MT";"TAPURAH"
5108055;"MT";"TERRA NOVA DO NORTE"
5108105;"MT";"TESOURO"
5108204;"MT";"TORIXOREU"
5108303;"MT";"UNIAO DO SUL"
5108352;"MT";"VALE DE SAO DOMINGOS "
5108402;"MT";"VARZEA GRANDE"
5108501;"MT";"VERA"
5108600;"MT";"VILA RICA"
5000203;"MS";"AGUA CLARA"
5000252;"MS";"ALCINOPOLIS"
5000609;"MS";"AMAMBAI"
5000708;"MS";"ANASTACIO"
5000807;"MS";"ANAURILANDIA"
5000856;"MS";"ANGELICA"
5000906;"MS";"ANTONIO JOAO"
5001003;"MS";"APARECIDA DO TABOADO"
5001102;"MS";"AQUIDAUANA"
5001243;"MS";"ARAL MOREIRA"
5001508;"MS";"BANDEIRANTES"
5001904;"MS";"BATAGUASSU"
5002001;"MS";"BATAYPORA"
5002100;"MS";"BELA VISTA"
5002159;"MS";"BODOQUENA"
5002209;"MS";"BONITO"
5002308;"MS";"BRASILANDIA"
5002407;"MS";"CAARAPO"
5002605;"MS";"CAMAPUA"
5002704;"MS";"CAMPO GRANDE"
5002803;"MS";"CARACOL"
5002902;"MS";"CASSILANDIA"
5002951;"MS";"CHAPADAO DO SUL"
5003108;"MS";"CORGUINHO"
5003157;"MS";"CORONEL SAPUCAIA"
5003207;"MS";"CORUMBA"
5003256;"MS";"COSTA RICA"
5003306;"MS";"COXIM"
5003454;"MS";"DEODAPOLIS"
5003488;"MS";"DOIS IRMAOS DO BURITI"
5003504;"MS";"DOURADINA"
5003702;"MS";"DOURADOS"
5003751;"MS";"ELDORADO"
5003801;"MS";"FATIMA DO SUL"
5003900;"MS";"FIGUEIRAO"
5004007;"MS";"GLORIA DE DOURADOS"
5004106;"MS";"GUIA LOPES DA LAGUNA"
5004304;"MS";"IGUATEMI"
5004403;"MS";"INOCENCIA"
5004502;"MS";"ITAPORA"
5004601;"MS";"ITAQUIRAI"
5004700;"MS";"IVINHEMA"
5004809;"MS";"JAPORA"
5004908;"MS";"JARAGUARI"
5005004;"MS";"JARDIM"
5005103;"MS";"JATEI"
5005152;"MS";"JUTI"
5005202;"MS";"LADARIO"
5005251;"MS";"LAGUNA CARAPA"
5005400;"MS";"MARACAJU"
5005608;"MS";"MIRANDA"
5005681;"MS";"MUNDO NOVO"
5005707;"MS";"NAVIRAI"
5005806;"MS";"NIOAQUE"
5006002;"MS";"NOVA ALVORADA DO SUL"
5006200;"MS";"NOVA ANDRADINA"
5006259;"MS";"NOVO HORIZONTE DO SUL"
5006309;"MS";"PARANAIBA"
5006358;"MS";"PARANHOS"
5006408;"MS";"PEDRO GOMES"
5006606;"MS";"PONTA PORA"
5006903;"MS";"PORTO MURTINHO"
5007109;"MS";"RIBAS DO RIO PARDO"
5007208;"MS";"RIO BRILHANTE"
5007307;"MS";"RIO NEGRO"
5007406;"MS";"RIO VERDE DE MATO GROSSO"
5007505;"MS";"ROCHEDO"
5007554;"MS";"SANTA RITA DO PARDO"
5007695;"MS";"SAO GABRIEL DO OESTE"
5007802;"MS";"SELVIRIA"
5007703;"MS";"SETE QUEDAS"
5007901;"MS";"SIDROLANDIA"
5007935;"MS";"SONORA"
5007950;"MS";"TACURU"
5007976;"MS";"TAQUARUSSU"
5008008;"MS";"TERENOS"
5008305;"MS";"TRES LAGOAS"
5008404;"MS";"VICENTINA"
3100104;"MG";"ABADIA DOS DOURADOS"
3100203;"MG";"ABAETE"
3100302;"MG";"ABRE CAMPO"
3100401;"MG";"ACAIACA"
3100500;"MG";"ACUCENA"
3100609;"MG";"AGUA BOA"
3100708;"MG";"AGUA COMPRIDA"
3100807;"MG";"AGUANIL"
3100906;"MG";"AGUAS FORMOSAS"
3101003;"MG";"AGUAS VERMELHAS"
3101102;"MG";"AIMORES"
3101201;"MG";"AIURUOCA"
3101300;"MG";"ALAGOA"
3101409;"MG";"ALBERTINA"
3101508;"MG";"ALEM PARAIBA"
3101607;"MG";"ALFENAS"
3101631;"MG";"ALFREDO VASCONCELOS"
3101706;"MG";"ALMENARA"
3101805;"MG";"ALPERCATA"
3101904;"MG";"ALPINOPOLIS"
3102001;"MG";"ALTEROSA"
3102050;"MG";"ALTO CAPARAO"
3153509;"MG";"ALTO JEQUITIBA"
3102100;"MG";"ALTO RIO DOCE"
3102209;"MG";"ALVARENGA"
3102308;"MG";"ALVINOPOLIS"
3102407;"MG";"ALVORADA DE MINAS"
3102506;"MG";"AMPARO DO SERRA"
3102605;"MG";"ANDRADAS"
3102803;"MG";"ANDRELANDIA"
3102852;"MG";"ANGELANDIA"
3102902;"MG";"ANTONIO CARLOS"
3103009;"MG";"ANTONIO DIAS"
3103108;"MG";"ANTONIO PRADO DE MINAS"
3103207;"MG";"ARACAI"
3103306;"MG";"ARACITABA"
3103405;"MG";"ARACUAI"
3103504;"MG";"ARAGUARI"
3103603;"MG";"ARANTINA"
3103702;"MG";"ARAPONGA"
3103751;"MG";"ARAPORA"
3103801;"MG";"ARAPUA"
3103900;"MG";"ARAUJOS"
3104007;"MG";"ARAXA"
3104106;"MG";"ARCEBURGO"
3104205;"MG";"ARCOS"
3104304;"MG";"AREADO"
3104403;"MG";"ARGIRITA"
3104452;"MG";"ARICANDUVA"
3104502;"MG";"ARINOS"
3104601;"MG";"ASTOLFO DUTRA"
3104700;"MG";"ATALEIA"
3104809;"MG";"AUGUSTO DE LIMA"
3104908;"MG";"BAEPENDI"
3105004;"MG";"BALDIM"
3105103;"MG";"BAMBUI"
3105202;"MG";"BANDEIRA"
3105301;"MG";"BANDEIRA DO SUL"
3105400;"MG";"BARAO DE COCAIS"
3105509;"MG";"BARAO DE MONTE ALTO"
3105608;"MG";"BARBACENA"
3105707;"MG";"BARRA LONGA"
3105905;"MG";"BARROSO"
3106002;"MG";"BELA VISTA DE MINAS"
3106101;"MG";"BELMIRO BRAGA"
3106200;"MG";"BELO HORIZONTE"
3106309;"MG";"BELO ORIENTE"
3106408;"MG";"BELO VALE"
3106507;"MG";"BERILO"
3106655;"MG";"BERIZAL"
3106705;"MG";"BETIM"
3106606;"MG";"BERTOPOLIS"
3106804;"MG";"BIAS FORTES"
3106903;"MG";"BICAS"
3107000;"MG";"BIQUINHAS"
3107109;"MG";"BOA ESPERANCA"
3107208;"MG";"BOCAINA DE MINAS"
3107307;"MG";"BOCAIUVA"
3107406;"MG";"BOM DESPACHO"
3107505;"MG";"BOM JARDIM DE MINAS"
3107604;"MG";"BOM JESUS DA PENHA"
3107703;"MG";"BOM JESUS DO AMPARO"
3107802;"MG";"BOM JESUS DO GALHO"
3107901;"MG";"BOM REPOUSO"
3108008;"MG";"BOM SUCESSO"
3108107;"MG";"BONFIM"
3108206;"MG";"BONFINOPOLIS DE MINAS"
3108255;"MG";"BONITO DE MINAS"
3108305;"MG";"BORDA DA MATA"
3108404;"MG";"BOTELHOS"
3108503;"MG";"BOTUMIRIM"
3108552;"MG";"BRASILANDIA DE MINAS"
3108602;"MG";"BRASILIA DE MINAS"
3108909;"MG";"BRASOPOLIS"
3108701;"MG";"BRAS PIRES"
3108800;"MG";"BRAUNAS"
3109006;"MG";"BRUMADINHO"
3109105;"MG";"BUENO BRANDAO"
3109204;"MG";"BUENOPOLIS"
3109253;"MG";"BUGRE"
3109303;"MG";"BURITIS"
3109402;"MG";"BURITIZEIRO"
3109451;"MG";"CABECEIRA GRANDE"
3109501;"MG";"CABO VERDE"
3109600;"MG";"CACHOEIRA DA PRATA"
3109709;"MG";"CACHOEIRA DE MINAS"
3109808;"MG";"CACHOEIRA DOURADA"
3102704;"MG";"CACHOEIRA DE PAJEU"
3109907;"MG";"CAETANOPOLIS"
3110004;"MG";"CAETE"
3110103;"MG";"CAIANA"
3110202;"MG";"CAJURI"
3110301;"MG";"CALDAS"
3110400;"MG";"CAMACHO"
3110509;"MG";"CAMANDUCAIA"
3110608;"MG";"CAMBUI"
3110707;"MG";"CAMBUQUIRA"
3110806;"MG";"CAMPANARIO"
3110905;"MG";"CAMPANHA"
3111002;"MG";"CAMPESTRE"
3111101;"MG";"CAMPINA VERDE"
3111150;"MG";"CAMPO AZUL"
3111200;"MG";"CAMPO BELO"
3111309;"MG";"CAMPO DO MEIO"
3111408;"MG";"CAMPO FLORIDO"
3111507;"MG";"CAMPOS ALTOS"
3111606;"MG";"CAMPOS GERAIS"
3111705;"MG";"CANAA"
3111804;"MG";"CANAPOLIS"
3111903;"MG";"CANA VERDE"
3112000;"MG";"CANDEIAS"
3112059;"MG";"CANTAGALO"
3112109;"MG";"CAPARAO"
3112208;"MG";"CAPELA NOVA"
3112307;"MG";"CAPELINHA"
3112406;"MG";"CAPETINGA"
3112505;"MG";"CAPIM BRANCO"
3112604;"MG";"CAPINOPOLIS"
3112653;"MG";"CAPITAO ANDRADE"
3112703;"MG";"CAPITAO ENEAS"
3112802;"MG";"CAPITOLIO"
3112901;"MG";"CAPUTIRA"
3113008;"MG";"CARAI"
3113107;"MG";"CARANAIBA"
3113206;"MG";"CARANDAI"
3113305;"MG";"CARANGOLA"
3113404;"MG";"CARATINGA"
3113503;"MG";"CARBONITA"
3113602;"MG";"CAREACU"
3113701;"MG";"CARLOS CHAGAS"
3113800;"MG";"CARMESIA"
3113909;"MG";"CARMO DA CACHOEIRA"
3114006;"MG";"CARMO DA MATA"
3114105;"MG";"CARMO DE MINAS"
3114204;"MG";"CARMO DO CAJURU"
3114303;"MG";"CARMO DO PARANAIBA"
3114402;"MG";"CARMO DO RIO CLARO"
3114501;"MG";"CARMOPOLIS DE MINAS"
3114550;"MG";"CARNEIRINHO"
3114600;"MG";"CARRANCAS"
3114709;"MG";"CARVALHOPOLIS"
3114808;"MG";"CARVALHOS"
3114907;"MG";"CASA GRANDE"
3115003;"MG";"CASCALHO RICO"
3115102;"MG";"CASSIA"
3115300;"MG";"CATAGUASES"
3115359;"MG";"CATAS ALTAS"
3115409;"MG";"CATAS ALTAS DA NORUEGA"
3115458;"MG";"CATUJI"
3115474;"MG";"CATUTI"
3115508;"MG";"CAXAMBU"
3115607;"MG";"CEDRO DO ABAETE"
3115706;"MG";"CENTRAL DE MINAS"
3115805;"MG";"CENTRALINA"
3115904;"MG";"CHACARA"
3116001;"MG";"CHALE"
3116100;"MG";"CHAPADA DO NORTE"
3116159;"MG";"CHAPADA GAUCHA"
3116209;"MG";"CHIADOR"
3116308;"MG";"CIPOTANEA"
3116407;"MG";"CLARAVAL"
3116506;"MG";"CLARO DOS POCOES"
3116605;"MG";"CLAUDIO"
3116704;"MG";"COIMBRA"
3116803;"MG";"COLUNA"
3116902;"MG";"COMENDADOR GOMES"
3117009;"MG";"COMERCINHO"
3117108;"MG";"CONCEICAO DA APARECIDA"
3115201;"MG";"CONCEICAO DA BARRA DE MINAS"
3117306;"MG";"CONCEICAO DAS ALAGOAS"
3117207;"MG";"CONCEICAO DAS PEDRAS"
3117405;"MG";"CONCEICAO DE IPANEMA"
3117504;"MG";"CONCEICAO DO MATO DENTRO"
3117603;"MG";"CONCEICAO DO PARA"
3117702;"MG";"CONCEICAO DO RIO VERDE"
3117801;"MG";"CONCEICAO DOS OUROS"
3117836;"MG";"CONEGO MARINHO"
3117876;"MG";"CONFINS"
3117900;"MG";"CONGONHAL"
3118007;"MG";"CONGONHAS"
3118106;"MG";"CONGONHAS DO NORTE"
3118205;"MG";"CONQUISTA"
3118304;"MG";"CONSELHEIRO LAFAIETE"
3118403;"MG";"CONSELHEIRO PENA"
3118502;"MG";"CONSOLACAO"
3118601;"MG";"CONTAGEM"
3118700;"MG";"COQUEIRAL"
3118809;"MG";"CORACAO DE JESUS"
3118908;"MG";"CORDISBURGO"
3119005;"MG";"CORDISLANDIA"
3119104;"MG";"CORINTO"
3119203;"MG";"COROACI"
3119302;"MG";"COROMANDEL"
3119401;"MG";"CORONEL FABRICIANO"
3119500;"MG";"CORONEL MURTA"
3119609;"MG";"CORONEL PACHECO"
3119708;"MG";"CORONEL XAVIER CHAVES"
3119807;"MG";"CORREGO DANTA"
3119906;"MG";"CORREGO DO BOM JESUS"
3119955;"MG";"CORREGO FUNDO"
3120003;"MG";"CORREGO NOVO"
3120102;"MG";"COUTO DE MAGALHAES DE MINAS"
3120151;"MG";"CRISOLITA"
3120201;"MG";"CRISTAIS"
3120300;"MG";"CRISTALIA"
3120409;"MG";"CRISTIANO OTONI"
3120508;"MG";"CRISTINA"
3120607;"MG";"CRUCILANDIA"
3120706;"MG";"CRUZEIRO DA FORTALEZA"
3120805;"MG";"CRUZILIA"
3120839;"MG";"CUPARAQUE"
3120870;"MG";"CURRAL DE DENTRO"
3120904;"MG";"CURVELO"
3121001;"MG";"DATAS"
3121100;"MG";"DELFIM MOREIRA"
3121209;"MG";"DELFINOPOLIS"
3121258;"MG";"DELTA"
3121308;"MG";"DESCOBERTO"
3121407;"MG";"DESTERRO DE ENTRE RIOS"
3121506;"MG";"DESTERRO DO MELO"
3121605;"MG";"DIAMANTINA"
3121704;"MG";"DIOGO DE VASCONCELOS"
3121803;"MG";"DIONISIO"
3121902;"MG";"DIVINESIA"
3122009;"MG";"DIVINO"
3122108;"MG";"DIVINO DAS LARANJEIRAS"
3122207;"MG";"DIVINOLANDIA DE MINAS"
3122306;"MG";"DIVINOPOLIS"
3122355;"MG";"DIVISA ALEGRE"
3122405;"MG";"DIVISA NOVA"
3122454;"MG";"DIVISOPOLIS"
3122470;"MG";"DOM BOSCO"
3122504;"MG";"DOM CAVATI"
3122603;"MG";"DOM JOAQUIM"
3122702;"MG";"DOM SILVERIO"
3122801;"MG";"DOM VICOSO"
3122900;"MG";"DONA EUSEBIA"
3123007;"MG";"DORES DE CAMPOS"
3123106;"MG";"DORES DE GUANHAES"
3123205;"MG";"DORES DO INDAIA"
3123304;"MG";"DORES DO TURVO"
3123403;"MG";"DORESOPOLIS"
3123502;"MG";"DOURADOQUARA"
3123528;"MG";"DURANDE"
3123601;"MG";"ELOI MENDES"
3123700;"MG";"ENGENHEIRO CALDAS"
3123809;"MG";"ENGENHEIRO NAVARRO"
3123858;"MG";"ENTRE FOLHAS"
3123908;"MG";"ENTRE RIOS DE MINAS"
3124005;"MG";"ERVALIA"
3124104;"MG";"ESMERALDAS"
3124203;"MG";"ESPERA FELIZ"
3124302;"MG";"ESPINOSA"
3124401;"MG";"ESPIRITO SANTO DO DOURADO"
3124500;"MG";"ESTIVA"
3124609;"MG";"ESTRELA DALVA"
3124708;"MG";"ESTRELA DO INDAIA"
3124807;"MG";"ESTRELA DO SUL"
3124906;"MG";"EUGENOPOLIS"
3125002;"MG";"EWBANK DA CAMARA"
3125101;"MG";"EXTREMA"
3125200;"MG";"FAMA"
3125309;"MG";"FARIA LEMOS"
3125408;"MG";"FELICIO DOS SANTOS"
3125606;"MG";"FELISBURGO"
3125705;"MG";"FELIXLANDIA"
3125804;"MG";"FERNANDES TOURINHO"
3125903;"MG";"FERROS"
3125952;"MG";"FERVEDOURO"
3126000;"MG";"FLORESTAL"
3126109;"MG";"FORMIGA"
3126208;"MG";"FORMOSO"
3126307;"MG";"FORTALEZA DE MINAS"
3126406;"MG";"FORTUNA DE MINAS"
3126505;"MG";"FRANCISCO BADARO"
3126604;"MG";"FRANCISCO DUMONT"
3126703;"MG";"FRANCISCO SA"
3126752;"MG";"FRANCISCOPOLIS"
3126802;"MG";"FREI GASPAR"
3126901;"MG";"FREI INOCENCIO"
3126950;"MG";"FREI LAGONEGRO"
3127008;"MG";"FRONTEIRA"
3127057;"MG";"FRONTEIRA DOS VALES"
3127073;"MG";"FRUTA DE LEITE"
3127107;"MG";"FRUTAL"
3127206;"MG";"FUNILANDIA"
3127305;"MG";"GALILEIA"
3127339;"MG";"GAMELEIRAS"
3127354;"MG";"GLAUCILANDIA"
3127370;"MG";"GOIABEIRA"
3127388;"MG";"GOIANA"
3127404;"MG";"GONCALVES"
3127503;"MG";"GONZAGA"
3127602;"MG";"GOUVEA"
3127701;"MG";"GOVERNADOR VALADARES"
3127800;"MG";"GRAO MOGOL"
3127909;"MG";"GRUPIARA"
3128006;"MG";"GUANHAES"
3128105;"MG";"GUAPE"
3128204;"MG";"GUARACIABA"
3128253;"MG";"GUARACIAMA"
3128303;"MG";"GUARANESIA"
3128402;"MG";"GUARANI"
3128501;"MG";"GUARARA"
3128600;"MG";"GUARDA-MOR"
3128709;"MG";"GUAXUPE"
3128808;"MG";"GUIDOVAL"
3128907;"MG";"GUIMARANIA"
3129004;"MG";"GUIRICEMA"
3129103;"MG";"GURINHATA"
3129202;"MG";"HELIODORA"
3129301;"MG";"IAPU"
3129400;"MG";"IBERTIOGA"
3129509;"MG";"IBIA"
3129608;"MG";"IBIAI"
3129657;"MG";"IBIRACATU"
3129707;"MG";"IBIRACI"
3129806;"MG";"IBIRITE"
3129905;"MG";"IBITIURA DE MINAS"
3130002;"MG";"IBITURUNA"
3130051;"MG";"ICARAI DE MINAS"
3130101;"MG";"IGARAPE"
3130200;"MG";"IGARATINGA"
3130309;"MG";"IGUATAMA"
3130408;"MG";"IJACI"
3130507;"MG";"ILICINEA"
3130556;"MG";"IMBE DE MINAS"
3130606;"MG";"INCONFIDENTES"
3130655;"MG";"INDAIABIRA"
3130705;"MG";"INDIANOPOLIS"
3130804;"MG";"INGAI"
3130903;"MG";"INHAPIM"
3131000;"MG";"INHAUMA"
3131109;"MG";"INIMUTABA"
3131158;"MG";"IPABA"
3131208;"MG";"IPANEMA"
3131307;"MG";"IPATINGA"
3131406;"MG";"IPIACU"
3131505;"MG";"IPUIUNA"
3131604;"MG";"IRAI DE MINAS"
3131703;"MG";"ITABIRA"
3131802;"MG";"ITABIRINHA"
3131901;"MG";"ITABIRITO"
3132008;"MG";"ITACAMBIRA"
3132107;"MG";"ITACARAMBI"
3132206;"MG";"ITAGUARA"
3132305;"MG";"ITAIPE"
3132404;"MG";"ITAJUBA"
3132503;"MG";"ITAMARANDIBA"
3132602;"MG";"ITAMARATI DE MINAS"
3132701;"MG";"ITAMBACURI"
3132800;"MG";"ITAMBE DO MATO DENTRO"
3132909;"MG";"ITAMOGI"
3133006;"MG";"ITAMONTE"
3133105;"MG";"ITANHANDU"
3133204;"MG";"ITANHOMI"
3133303;"MG";"ITAOBIM"
3133402;"MG";"ITAPAGIPE"
3133501;"MG";"ITAPECERICA"
3133600;"MG";"ITAPEVA"
3133709;"MG";"ITATIAIUCU"
3133758;"MG";"ITAU DE MINAS"
3133808;"MG";"ITAUNA"
3133907;"MG";"ITAVERAVA"
3134004;"MG";"ITINGA"
3134103;"MG";"ITUETA"
3134202;"MG";"ITUIUTABA"
3134301;"MG";"ITUMIRIM"
3134400;"MG";"ITURAMA"
3134509;"MG";"ITUTINGA"
3134608;"MG";"JABOTICATUBAS"
3134707;"MG";"JACINTO"
3134806;"MG";"JACUI"
3134905;"MG";"JACUTINGA"
3135001;"MG";"JAGUARACU"
3135050;"MG";"JAIBA"
3135076;"MG";"JAMPRUCA"
3135100;"MG";"JANAUBA"
3135209;"MG";"JANUARIA"
3135308;"MG";"JAPARAIBA"
3135357;"MG";"JAPONVAR"
3135407;"MG";"JECEABA"
3135456;"MG";"JENIPAPO DE MINAS"
3135506;"MG";"JEQUERI"
3135605;"MG";"JEQUITAI"
3135704;"MG";"JEQUITIBA"
3135803;"MG";"JEQUITINHONHA"
3135902;"MG";"JESUANIA"
3136009;"MG";"JOAIMA"
3136108;"MG";"JOANESIA"
3136207;"MG";"JOAO MONLEVADE"
3136306;"MG";"JOAO PINHEIRO"
3136405;"MG";"JOAQUIM FELICIO"
3136504;"MG";"JORDANIA"
3136520;"MG";"JOSE GONCALVES DE MINAS"
3136579;"MG";"JOSENOPOLIS"
3136553;"MG";"JOSE RAYDAN"
3136652;"MG";"JUATUBA"
3136702;"MG";"JUIZ DE FORA"
3136801;"MG";"JURAMENTO"
3136900;"MG";"JURUAIA"
3136959;"MG";"JUVENILIA"
3137007;"MG";"LADAINHA"
3137106;"MG";"LAGAMAR"
3137205;"MG";"LAGOA DA PRATA"
3137304;"MG";"LAGOA DOS PATOS"
3137403;"MG";"LAGOA DOURADA"
3137502;"MG";"LAGOA FORMOSA"
3137536;"MG";"LAGOA GRANDE"
3137601;"MG";"LAGOA SANTA"
3137700;"MG";"LAJINHA"
3137809;"MG";"LAMBARI"
3137908;"MG";"LAMIM"
3138005;"MG";"LARANJAL"
3138104;"MG";"LASSANCE"
3138203;"MG";"LAVRAS"
3138302;"MG";"LEANDRO FERREIRA"
3138351;"MG";"LEME DO PRADO"
3138401;"MG";"LEOPOLDINA"
3138500;"MG";"LIBERDADE"
3138609;"MG";"LIMA DUARTE"
3138625;"MG";"LIMEIRA DO OESTE"
3138658;"MG";"LONTRA"
3138682;"MG";"LUISLANDIA"
3138674;"MG";"LUISBURGO"
3138708;"MG";"LUMINARIAS"
3138807;"MG";"LUZ"
3138906;"MG";"MACHACALIS"
3139003;"MG";"MACHADO"
3139102;"MG";"MADRE DE DEUS DE MINAS"
3139201;"MG";"MALACACHETA"
3139250;"MG";"MAMONAS"
3139300;"MG";"MANGA"
3139409;"MG";"MANHUACU"
3139508;"MG";"MANHUMIRIM"
3139607;"MG";"MANTENA"
3139706;"MG";"MARAVILHAS"
3139805;"MG";"MAR DE ESPANHA"
3139904;"MG";"MARIA DA FE"
3140001;"MG";"MARIANA"
3140100;"MG";"MARILAC"
3140159;"MG";"MARIO CAMPOS"
3140209;"MG";"MARIPA DE MINAS"
3140308;"MG";"MARLIERIA"
3140407;"MG";"MARMELOPOLIS"
3140506;"MG";"MARTINHO CAMPOS"
3140530;"MG";"MARTINS SOARES"
3140555;"MG";"MATA VERDE"
3140605;"MG";"MATERLANDIA"
3140704;"MG";"MATEUS LEME"
3140803;"MG";"MATIAS BARBOSA"
3140852;"MG";"MATIAS CARDOSO"
3140902;"MG";"MATIPO"
3171501;"MG";"MATHIAS LOBATO"
3141009;"MG";"MATO VERDE"
3141108;"MG";"MATOZINHOS"
3141207;"MG";"MATUTINA"
3141306;"MG";"MEDEIROS"
3141405;"MG";"MEDINA"
3141504;"MG";"MENDES PIMENTEL"
3141603;"MG";"MERCES"
3141702;"MG";"MESQUITA"
3141801;"MG";"MINAS NOVAS"
3141900;"MG";"MINDURI"
3142007;"MG";"MIRABELA"
3142106;"MG";"MIRADOURO"
3142205;"MG";"MIRAI"
3142254;"MG";"MIRAVANIA"
3142304;"MG";"MOEDA"
3142403;"MG";"MOEMA"
3142502;"MG";"MONJOLOS"
3142601;"MG";"MONSENHOR PAULO"
3142700;"MG";"MONTALVANIA"
3142809;"MG";"MONTE ALEGRE DE MINAS"
3142908;"MG";"MONTE AZUL"
3143005;"MG";"MONTE BELO"
3143104;"MG";"MONTE CARMELO"
3143153;"MG";"MONTE FORMOSO"
3143203;"MG";"MONTE SANTO DE MINAS"
3143302;"MG";"MONTES CLAROS"
3143401;"MG";"MONTE SIAO"
3143450;"MG";"MONTEZUMA"
3143500;"MG";"MORADA NOVA DE MINAS"
3143609;"MG";"MORRO DA GARCA"
3143708;"MG";"MORRO DO PILAR"
3143807;"MG";"MUNHOZ"
3143906;"MG";"MURIAE"
3144003;"MG";"MUTUM"
3144102;"MG";"MUZAMBINHO"
3144201;"MG";"NACIP RAYDAN"
3144300;"MG";"NANUQUE"
3144359;"MG";"NAQUE"
3144375;"MG";"NATALANDIA"
3144409;"MG";"NATERCIA"
3144508;"MG";"NAZARENO"
3144607;"MG";"NEPOMUCENO"
3144656;"MG";"NINHEIRA"
3144672;"MG";"NOVA BELEM"
3144706;"MG";"NOVA ERA"
3144805;"MG";"NOVA LIMA"
3144904;"MG";"NOVA MODICA"
